Store_Name,Store_Country,Order_Year,Product_Category,Avg_Order_Value,Total_Orders
Store 44,United States,2020,Games and Toys,83.64,38
Store 44,United States,2020,Home Appliances,1517.41,19
Store 44,United States,2020,"Music, Movies and Audio Books",295.77,32
Store 44,United States,2020,TV and Video,2106.97,10
Store 44,United States,2019,Audio,326.33,53
Store 44,United States,2019,Cameras and camcorders,1263.46,45
Store 44,United States,2019,Cell phones,637.91,69
Store 44,United States,2019,Computers,1294.26,102
Store 44,United States,2019,Games and Toys,95.56,56
Store 44,United States,2019,Home Appliances,1965.4,28
Store 44,United States,2019,"Music, Movies and Audio Books",292.69,70
Store 44,United States,2019,TV and Video,1551.12,28
Store 44,United States,2018,Audio,349.63,49
Store 44,United States,2018,Cameras and camcorders,806.62,23
Store 44,United States,2018,Cell phones,605.44,56
Store 44,United States,2018,Computers,1218.24,96
Store 44,United States,2018,Games and Toys,138.54,49
Store 44,United States,2018,Home Appliances,1100.15,34
Store 44,United States,2018,"Music, Movies and Audio Books",318.66,50
Store 44,United States,2018,TV and Video,1644.31,28
Store 44,United States,2017,Audio,328.31,29
Store 44,United States,2017,Cameras and camcorders,1536.42,9
Store 44,United States,2017,Cell phones,737.09,26
Store 44,United States,2017,Computers,1289.45,35
Store 44,United States,2017,Games and Toys,72.93,14
Store 44,United States,2017,Home Appliances,2212.23,37
Store 44,United States,2017,"Music, Movies and Audio Books",237.36,31
Store 44,United States,2017,TV and Video,1163.71,7
Store 44,United States,2016,Audio,331.17,9
Store 44,United States,2016,Cameras and camcorders,409.52,9
Store 44,United States,2016,Cell phones,417.06,21
Store 44,United States,2016,Computers,1112.78,27
Store 44,United States,2016,Games and Toys,68.32,17
Store 44,United States,2016,Home Appliances,1603.0,21
Store 44,United States,2016,"Music, Movies and Audio Books",285.09,19
Store 44,United States,2016,TV and Video,3520.06,15
Store 45,United States,2021,Cell phones,293.25,6
Store 45,United States,2021,Computers,2082.48,10
Store 45,United States,2021,Games and Toys,220.72,4
Store 45,United States,2021,Home Appliances,1230.47,3
Store 45,United States,2021,"Music, Movies and Audio Books",648.44,3
Store 45,United States,2021,TV and Video,233.8,1
Store 45,United States,2020,Audio,309.65,21
Store 45,United States,2020,Cameras and camcorders,1313.0,34
Store 45,United States,2020,Cell phones,518.48,47
Store 45,United States,2020,Computers,1561.92,73
Store 45,United States,2020,Games and Toys,98.85,42
Store 45,United States,2020,Home Appliances,1723.99,14
Store 45,United States,2020,"Music, Movies and Audio Books",403.23,44
Store 45,United States,2020,TV and Video,2420.7,17
Store 45,United States,2019,Audio,465.45,61
Store 45,United States,2019,Cameras and camcorders,759.2,38
Store 45,United States,2019,Cell phones,719.84,111
Store 45,United States,2019,Computers,1207.38,125
Store 45,United States,2019,Games and Toys,109.57,62
Store 45,United States,2019,Home Appliances,1909.0,37
Store 45,United States,2019,"Music, Movies and Audio Books",409.92,64
Store 45,United States,2019,TV and Video,1047.71,15
Store 45,United States,2018,Audio,505.36,36
Store 45,United States,2018,Cameras and camcorders,1167.8,25
Store 45,United States,2018,Cell phones,793.34,41
Store 45,United States,2018,Computers,1268.15,79
Store 45,United States,2018,Games and Toys,68.07,25
Store 45,United States,2018,Home Appliances,1577.38,44
Store 45,United States,2018,"Music, Movies and Audio Books",254.28,37
Store 45,United States,2018,TV and Video,1887.64,18
Store 45,United States,2017,Audio,390.1,28
Store 45,United States,2017,Cameras and camcorders,1095.49,18
Store 45,United States,2017,Cell phones,843.91,30
Store 45,United States,2017,Computers,1621.37,45
Store 45,United States,2017,Games and Toys,131.93,10
Store 45,United States,2017,Home Appliances,1728.64,19
Store 45,United States,2017,"Music, Movies and Audio Books",136.92,11
Store 45,United States,2017,TV and Video,1512.78,15
Store 45,United States,2016,Audio,365.53,17
Store 45,United States,2016,Cameras and camcorders,1069.13,20
Store 45,United States,2016,Cell phones,598.36,17
Store 45,United States,2016,Computers,851.69,19
Store 45,United States,2016,Games and Toys,92.17,15
Store 45,United States,2016,Home Appliances,953.27,23
Store 45,United States,2016,"Music, Movies and Audio Books",373.78,26
Store 45,United States,2016,TV and Video,1735.36,21
Store 47,United States,2021,Audio,129.97,2
Store 47,United States,2021,Cameras and camcorders,25.0,1
Store 47,United States,2021,Cell phones,998.99,4
Store 47,United States,2021,Computers,691.91,8
Store 47,United States,2021,Games and Toys,86.87,4
Store 47,United States,2021,Home Appliances,1198.91,2
Store 47,United States,2021,"Music, Movies and Audio Books",495.23,3
Store 47,United States,2021,TV and Video,1256.95,2
Store 47,United States,2020,Audio,414.14,42
Store 47,United States,2020,Cameras and camcorders,819.1,26
Store 47,United States,2020,Cell phones,702.37,51
Store 47,United States,2020,Computers,958.61,67
Store 47,United States,2020,Games and Toys,69.58,39
Store 47,United States,2020,Home Appliances,2287.4,16
Store 47,United States,2020,"Music, Movies and Audio Books",380.05,31
Store 47,United States,2020,TV and Video,1289.39,12
Store 47,United States,2019,Audio,391.13,57
Store 47,United States,2019,Cameras and camcorders,1376.06,44
Store 47,United States,2019,Cell phones,685.31,77
Store 47,United States,2019,Computers,1632.13,86
Store 47,United States,2019,Games and Toys,105.45,57
Store 47,United States,2019,Home Appliances,1623.95,36
Store 47,United States,2019,"Music, Movies and Audio Books",452.7,59
Store 47,United States,2019,TV and Video,1989.08,22
Store 47,United States,2018,Audio,485.65,48
Store 47,United States,2018,Cameras and camcorders,1818.03,20
Store 47,United States,2018,Cell phones,479.54,49
Store 47,United States,2018,Computers,1231.09,70
Store 47,United States,2018,Games and Toys,76.12,29
Store 47,United States,2018,Home Appliances,1185.31,31
Store 47,United States,2018,"Music, Movies and Audio Books",285.54,45
Store 47,United States,2018,TV and Video,1062.91,10
Store 47,United States,2017,Audio,334.47,18
Store 47,United States,2017,Cameras and camcorders,1973.53,7
Store 47,United States,2017,Cell phones,654.44,17
Store 47,United States,2017,Computers,1274.76,43
Store 47,United States,2017,Games and Toys,109.39,14
Store 47,United States,2017,Home Appliances,1170.48,14
Store 47,United States,2017,"Music, Movies and Audio Books",327.83,27
Store 47,United States,2017,TV and Video,1509.62,8
Store 47,United States,2016,Audio,543.1,20
Store 47,United States,2016,Cameras and camcorders,1148.58,14
Store 47,United States,2016,Cell phones,479.64,22
Store 47,United States,2016,Computers,1521.57,20
Store 47,United States,2016,Games and Toys,73.21,13
Store 47,United States,2016,Home Appliances,1545.58,21
Store 47,United States,2016,"Music, Movies and Audio Books",453.49,25
Store 47,United States,2016,TV and Video,1926.21,15
Store 48,United States,2021,Audio,566.49,3
Store 48,United States,2021,Cameras and camcorders,1836.67,3
Store 48,United States,2021,Cell phones,399.67,3
Store 48,United States,2021,Computers,316.0,1
Store 48,United States,2021,Games and Toys,83.68,2
Store 48,United States,2021,Home Appliances,1072.57,3
Store 48,United States,2020,Audio,349.36,24
Store 48,United States,2020,Cameras and camcorders,866.22,18
Store 48,United States,2020,Cell phones,551.97,38
Store 48,United States,2020,Computers,1133.79,59
Store 48,United States,2020,Games and Toys,101.3,48
Store 48,United States,2020,Home Appliances,1902.96,16
Store 48,United States,2020,"Music, Movies and Audio Books",288.96,32
Store 48,United States,2020,TV and Video,896.18,14
Store 48,United States,2019,Audio,442.26,48
Store 48,United States,2019,Cameras and camcorders,833.73,46
Store 48,United States,2019,Cell phones,671.16,62
Store 48,United States,2019,Computers,1184.94,113
Store 48,United States,2019,Games and Toys,142.53,51
Store 48,United States,2019,Home Appliances,1577.3,28
Store 48,United States,2019,"Music, Movies and Audio Books",292.92,56
Store 48,United States,2019,TV and Video,1048.43,18
Store 48,United States,2018,Audio,325.45,33
Store 48,United States,2018,Cameras and camcorders,476.35,13
Store 48,United States,2018,Cell phones,659.53,42
Store 48,United States,2018,Computers,1438.86,69
Store 48,United States,2018,Games and Toys,62.53,34
Store 48,United States,2018,Home Appliances,1718.27,26
Store 48,United States,2018,"Music, Movies and Audio Books",474.34,35
Store 48,United States,2018,TV and Video,1331.68,13
Store 48,United States,2017,Audio,312.54,17
Store 48,United States,2017,Cameras and camcorders,1781.01,16
Store 48,United States,2017,Cell phones,582.85,21
Store 48,United States,2017,Computers,1384.44,26
Store 48,United States,2017,Games and Toys,53.72,15
Store 48,United States,2017,Home Appliances,1218.39,40
Store 48,United States,2017,"Music, Movies and Audio Books",346.06,33
Store 48,United States,2017,TV and Video,1661.7,8
Store 48,United States,2016,Audio,408.22,26
Store 48,United States,2016,Cameras and camcorders,1505.36,18
Store 48,United States,2016,Cell phones,854.87,18
Store 48,United States,2016,Computers,987.33,21
Store 48,United States,2016,Games and Toys,106.24,13
Store 48,United States,2016,Home Appliances,5191.36,14
Store 48,United States,2016,"Music, Movies and Audio Books",273.05,33
Store 48,United States,2016,TV and Video,925.3,19
Store 49,United States,2021,Audio,742.96,3
Store 49,United States,2021,Cameras and camcorders,790.0,3
Store 49,United States,2021,Cell phones,685.89,9
Store 49,United States,2021,Computers,2321.13,9
Store 49,United States,2021,Games and Toys,14.44,2
Store 49,United States,2021,Home Appliances,179.99,1
Store 49,United States,2021,"Music, Movies and Audio Books",211.34,5
Store 49,United States,2020,Audio,473.1,31
Store 49,United States,2020,Cameras and camcorders,988.74,23
Store 49,United States,2020,Cell phones,565.65,48
Store 49,United States,2020,Computers,1276.71,55
Store 49,United States,2020,Games and Toys,130.08,41
Store 49,United States,2020,Home Appliances,1134.89,11
Store 49,United States,2020,"Music, Movies and Audio Books",362.7,36
Store 49,United States,2020,TV and Video,1360.25,11
Store 49,United States,2019,Audio,426.7,65
Store 49,United States,2019,Cameras and camcorders,1131.15,46
Store 49,United States,2019,Cell phones,806.56,75
Store 49,United States,2019,Computers,1235.69,136
Store 49,United States,2019,Games and Toys,79.41,64
Store 49,United States,2019,Home Appliances,1920.42,33
Store 49,United States,2019,"Music, Movies and Audio Books",410.58,66
Store 49,United States,2019,TV and Video,2842.14,24
Store 49,United States,2018,Audio,398.39,36
Store 49,United States,2018,Cameras and camcorders,2049.01,18
Store 49,United States,2018,Cell phones,571.52,32
Store 49,United States,2018,Computers,1266.9,56
Store 49,United States,2018,Games and Toys,138.66,20
Store 49,United States,2018,Home Appliances,1783.13,24
Store 49,United States,2018,"Music, Movies and Audio Books",416.5,41
Store 49,United States,2018,TV and Video,2755.44,17
Store 50,United States,2021,Audio,699.88,2
Store 50,United States,2021,Cameras and camcorders,1302.67,3
Store 50,United States,2021,Cell phones,101.65,3
Store 50,United States,2021,Computers,1124.98,5
Store 50,United States,2021,Games and Toys,36.05,3
Store 50,United States,2021,"Music, Movies and Audio Books",345.82,5
Store 50,United States,2021,TV and Video,3992.0,1
Store 50,United States,2020,Audio,409.84,22
Store 50,United States,2020,Cameras and camcorders,1617.36,27
Store 50,United States,2020,Cell phones,593.21,62
Store 50,United States,2020,Computers,1938.58,64
Store 50,United States,2020,Games and Toys,114.13,47
Store 50,United States,2020,Home Appliances,2467.75,19
Store 50,United States,2020,"Music, Movies and Audio Books",346.05,49
Store 50,United States,2020,TV and Video,1261.05,13
Store 50,United States,2019,Audio,441.89,50
Store 50,United States,2019,Cameras and camcorders,1210.74,44
Store 50,United States,2019,Cell phones,536.68,81
Store 50,United States,2019,Computers,1076.73,112
Store 50,United States,2019,Games and Toys,88.97,82
Store 50,United States,2019,Home Appliances,2368.27,28
Store 50,United States,2019,"Music, Movies and Audio Books",347.97,61
Store 50,United States,2019,TV and Video,2203.73,18
Store 50,United States,2018,Audio,490.14,51
Store 50,United States,2018,Cameras and camcorders,1402.15,21
Store 50,United States,2018,Cell phones,513.02,51
Store 50,United States,2018,Computers,1412.97,92
Store 50,United States,2018,Games and Toys,127.59,33
Store 50,United States,2018,Home Appliances,2033.59,46
Store 50,United States,2018,"Music, Movies and Audio Books",294.51,54
Store 50,United States,2018,TV and Video,1442.96,19
Store 50,United States,2017,Audio,544.93,32
Store 50,United States,2017,Cameras and camcorders,1522.13,16
Store 50,United States,2017,Cell phones,535.09,22
Store 50,United States,2017,Computers,1318.24,47
Store 50,United States,2017,Games and Toys,142.0,19
Store 50,United States,2017,Home Appliances,2096.14,31
Store 50,United States,2017,"Music, Movies and Audio Books",294.47,31
Store 50,United States,2017,TV and Video,1514.04,16
Store 50,United States,2016,Audio,471.66,18
Store 50,United States,2016,Cameras and camcorders,962.56,10
Store 50,United States,2016,Cell phones,439.99,13
Store 50,United States,2016,Computers,1034.49,22
Store 50,United States,2016,Games and Toys,83.41,9
Store 50,United States,2016,Home Appliances,1532.14,28
Store 50,United States,2016,"Music, Movies and Audio Books",340.9,23
Store 50,United States,2016,TV and Video,2735.17,14
Store 51,United States,2021,Audio,367.32,3
Store 51,United States,2021,Cameras and camcorders,312.0,1
Store 51,United States,2021,Cell phones,35.99,1
Store 51,United States,2021,Computers,1015.23,4
Store 51,United States,2021,Games and Toys,23.71,4
Store 51,United States,2021,Home Appliances,541.99,3
Store 51,United States,2021,"Music, Movies and Audio Books",418.65,3
Store 51,United States,2021,TV and Video,554.92,2
Store 51,United States,2020,Audio,525.59,31
Store 51,United States,2020,Cameras and camcorders,752.0,35
Store 51,United States,2020,Cell phones,576.54,57
Store 51,United States,2020,Computers,1397.86,71
Store 51,United States,2020,Games and Toys,92.69,36
Store 51,United States,2020,Home Appliances,1357.57,18
Store 51,United States,2020,"Music, Movies and Audio Books",313.55,42
Store 51,United States,2020,TV and Video,1012.84,10
Store 51,United States,2019,Audio,353.12,44
Store 51,United States,2019,Cameras and camcorders,841.9,37
Store 51,United States,2019,Cell phones,568.66,70
Store 51,United States,2019,Computers,1364.31,99
Store 51,United States,2019,Games and Toys,126.23,51
Store 51,United States,2019,Home Appliances,1830.84,32
Store 51,United States,2019,"Music, Movies and Audio Books",370.22,55
Store 51,United States,2019,TV and Video,1548.67,14
Store 51,United States,2018,Audio,319.93,27
Store 51,United States,2018,Cameras and camcorders,1261.34,22
Store 51,United States,2018,Cell phones,642.53,40
Store 51,United States,2018,Computers,1295.37,74
Store 51,United States,2018,Games and Toys,100.89,28
Store 51,United States,2018,Home Appliances,1493.17,30
Store 51,United States,2018,"Music, Movies and Audio Books",318.12,48
Store 51,United States,2018,TV and Video,2364.57,16
Store 51,United States,2017,Audio,298.56,18
Store 51,United States,2017,Cameras and camcorders,499.8,10
Store 51,United States,2017,Cell phones,664.16,29
Store 51,United States,2017,Computers,1289.36,34
Store 51,United States,2017,Games and Toys,68.1,10
Store 51,United States,2017,Home Appliances,1702.28,32
Store 51,United States,2017,"Music, Movies and Audio Books",351.07,28
Store 51,United States,2017,TV and Video,912.26,14
Store 51,United States,2016,Audio,429.23,21
Store 51,United States,2016,Cameras and camcorders,1348.75,21
Store 51,United States,2016,Cell phones,382.15,19
Store 51,United States,2016,Computers,1335.51,26
Store 51,United States,2016,Games and Toys,82.62,10
Store 51,United States,2016,Home Appliances,1601.45,27
Store 51,United States,2016,"Music, Movies and Audio Books",313.91,32
Store 51,United States,2016,TV and Video,1367.28,17
Store 53,United States,2021,Audio,94.3,3
Store 53,United States,2021,Cameras and camcorders,1286.28,3
Store 53,United States,2021,Cell phones,720.31,7
Store 53,United States,2021,Computers,3804.0,5
Store 53,United States,2021,Games and Toys,41.94,1
Store 53,United States,2021,Home Appliances,89.97,1
Store 53,United States,2021,"Music, Movies and Audio Books",103.02,4
Store 53,United States,2021,TV and Video,2357.91,3
Store 53,United States,2020,Audio,331.39,35
Store 53,United States,2020,Cameras and camcorders,1597.01,24
Store 53,United States,2020,Cell phones,568.55,47
Store 53,United States,2020,Computers,1483.86,60
Store 53,United States,2020,Games and Toys,161.86,35
Store 53,United States,2020,Home Appliances,3486.54,11
Store 53,United States,2020,"Music, Movies and Audio Books",315.97,32
Store 53,United States,2020,TV and Video,2043.75,9
Store 53,United States,2019,Audio,358.05,42
Store 53,United States,2019,Cameras and camcorders,1148.83,39
Store 53,United States,2019,Cell phones,490.78,75
Store 53,United States,2019,Computers,1358.13,98
Store 53,United States,2019,Games and Toys,107.29,48
Store 53,United States,2019,Home Appliances,2880.07,19
Store 53,United States,2019,"Music, Movies and Audio Books",305.17,55
Store 53,United States,2019,TV and Video,1204.71,20
Store 53,United States,2018,Audio,374.11,34
Store 53,United States,2018,Cameras and camcorders,1701.11,31
Store 53,United States,2018,Cell phones,775.86,48
Store 53,United States,2018,Computers,1517.46,76
Store 53,United States,2018,Games and Toys,75.52,29
Store 53,United States,2018,Home Appliances,1791.44,33
Store 53,United States,2018,"Music, Movies and Audio Books",255.28,40
Store 53,United States,2018,TV and Video,972.06,15
Store 53,United States,2017,Audio,471.91,21
Store 53,United States,2017,Cameras and camcorders,1595.14,9
Store 53,United States,2017,Cell phones,602.34,23
Store 53,United States,2017,Computers,1548.03,38
Store 53,United States,2017,Games and Toys,121.96,8
Store 53,United States,2017,Home Appliances,833.1,21
Store 53,United States,2017,"Music, Movies and Audio Books",400.84,23
Store 53,United States,2017,TV and Video,2329.55,17
Store 53,United States,2016,Audio,274.32,11
Store 53,United States,2016,Cameras and camcorders,1059.55,13
Store 53,United States,2016,Cell phones,725.69,13
Store 53,United States,2016,Computers,1117.44,28
Store 53,United States,2016,Games and Toys,66.02,13
Store 53,United States,2016,Home Appliances,1746.08,19
Store 53,United States,2016,"Music, Movies and Audio Books",280.22,31
Store 53,United States,2016,TV and Video,1486.15,14
Store 54,United States,2021,Cameras and camcorders,760.65,3
Store 54,United States,2021,Cell phones,596.0,2
Store 54,United States,2021,Computers,1030.83,8
Store 54,United States,2021,Games and Toys,73.34,2
Store 54,United States,2021,Home Appliances,1289.81,3
Store 54,United States,2021,"Music, Movies and Audio Books",57.88,1
Store 54,United States,2020,Audio,411.23,19
Store 54,United States,2020,Cameras and camcorders,1628.61,28
Store 54,United States,2020,Cell phones,538.08,51
Store 54,United States,2020,Computers,1749.16,54
Store 54,United States,2020,Games and Toys,88.18,42
Store 54,United States,2020,Home Appliances,1572.49,19
Store 54,United States,2020,"Music, Movies and Audio Books",299.92,36
Store 54,United States,2020,TV and Video,1934.46,6
Store 54,United States,2019,Audio,474.81,51
Store 54,United States,2019,Cameras and camcorders,1025.76,42
Store 54,United States,2019,Cell phones,555.94,97
Store 54,United States,2019,Computers,1630.71,122
Store 54,United States,2019,Games and Toys,116.36,51
Store 54,United States,2019,Home Appliances,1850.29,35
Store 54,United States,2019,"Music, Movies and Audio Books",377.72,74
Store 54,United States,2019,TV and Video,1624.81,20
Store 54,United States,2018,Audio,350.04,52
Store 54,United States,2018,Cameras and camcorders,1199.59,22
Store 54,United States,2018,Cell phones,545.63,51
Store 54,United States,2018,Computers,1227.36,78
Store 54,United States,2018,Games and Toys,91.76,33
Store 54,United States,2018,Home Appliances,2034.33,42
Store 54,United States,2018,"Music, Movies and Audio Books",343.79,44
Store 54,United States,2018,TV and Video,648.23,15
Store 54,United States,2017,Audio,418.81,47
Store 54,United States,2017,Cameras and camcorders,366.85,10
Store 54,United States,2017,Cell phones,623.6,35
Store 54,United States,2017,Computers,1255.94,48
Store 54,United States,2017,Games and Toys,106.29,12
Store 54,United States,2017,Home Appliances,2164.16,36
Store 54,United States,2017,"Music, Movies and Audio Books",412.87,29
Store 54,United States,2017,TV and Video,1461.04,22
Store 54,United States,2016,Audio,408.93,21
Store 54,United States,2016,Cameras and camcorders,1723.72,20
Store 54,United States,2016,Cell phones,509.34,14
Store 54,United States,2016,Computers,1670.72,23
Store 54,United States,2016,Games and Toys,33.93,9
Store 54,United States,2016,Home Appliances,1925.19,24
Store 54,United States,2016,"Music, Movies and Audio Books",292.14,34
Store 54,United States,2016,TV and Video,2790.26,11
Store 55,United States,2021,Audio,216.0,2
Store 55,United States,2021,Cameras and camcorders,1956.67,6
Store 55,United States,2021,Cell phones,842.29,11
Store 55,United States,2021,Computers,1892.68,11
Store 55,United States,2021,Games and Toys,172.34,6
Store 55,United States,2021,Home Appliances,1015.33,3
Store 55,United States,2021,"Music, Movies and Audio Books",274.93,8
Store 55,United States,2021,TV and Video,682.82,3
Store 55,United States,2020,Audio,381.23,29
Store 55,United States,2020,Cameras and camcorders,1016.4,35
Store 55,United States,2020,Cell phones,569.48,55
Store 55,United States,2020,Computers,1648.25,58
Store 55,United States,2020,Games and Toys,148.81,42
Store 55,United States,2020,Home Appliances,2159.62,12
Store 55,United States,2020,"Music, Movies and Audio Books",266.54,42
Store 55,United States,2020,TV and Video,1177.12,14
Store 55,United States,2019,Audio,370.38,63
Store 55,United States,2019,Cameras and camcorders,1416.73,55
Store 55,United States,2019,Cell phones,503.56,100
Store 55,United States,2019,Computers,1294.45,136
Store 55,United States,2019,Games and Toys,85.7,79
Store 55,United States,2019,Home Appliances,1454.27,31
Store 55,United States,2019,"Music, Movies and Audio Books",304.65,87
Store 55,United States,2019,TV and Video,1714.31,23
Store 55,United States,2018,Audio,473.92,39
Store 55,United States,2018,Cameras and camcorders,1303.0,20
Store 55,United States,2018,Cell phones,446.62,45
Store 55,United States,2018,Computers,1548.15,73
Store 55,United States,2018,Games and Toys,83.79,28
Store 55,United States,2018,Home Appliances,1808.65,27
Store 55,United States,2018,"Music, Movies and Audio Books",328.01,49
Store 55,United States,2018,TV and Video,1565.05,17
Store 55,United States,2017,Audio,366.96,15
Store 55,United States,2017,Cameras and camcorders,1190.99,8
Store 55,United States,2017,Cell phones,681.14,18
Store 55,United States,2017,Computers,1459.18,48
Store 55,United States,2017,Games and Toys,105.87,11
Store 55,United States,2017,Home Appliances,2757.06,32
Store 55,United States,2017,"Music, Movies and Audio Books",222.05,19
Store 55,United States,2017,TV and Video,1662.82,9
Store 55,United States,2016,Audio,365.66,16
Store 55,United States,2016,Cameras and camcorders,1565.79,15
Store 55,United States,2016,Cell phones,728.65,12
Store 55,United States,2016,Computers,2049.46,20
Store 55,United States,2016,Games and Toys,83.72,11
Store 55,United States,2016,Home Appliances,3282.39,32
Store 55,United States,2016,"Music, Movies and Audio Books",380.35,29
Store 55,United States,2016,TV and Video,1070.67,14
Store 56,United States,2021,Audio,371.91,2
Store 56,United States,2021,Cell phones,730.59,5
Store 56,United States,2021,Computers,1044.04,5
Store 56,United States,2021,Games and Toys,47.5,2
Store 56,United States,2021,Home Appliances,3115.0,1
Store 56,United States,2021,"Music, Movies and Audio Books",227.3,3
Store 56,United States,2021,TV and Video,2392.17,3
Store 56,United States,2020,Audio,403.5,21
Store 56,United States,2020,Cameras and camcorders,1000.27,18
Store 56,United States,2020,Cell phones,619.22,45
Store 56,United States,2020,Computers,1403.78,61
Store 56,United States,2020,Games and Toys,115.79,44
Store 56,United States,2020,Home Appliances,1414.66,3
Store 56,United States,2020,"Music, Movies and Audio Books",348.93,41
Store 56,United States,2020,TV and Video,3379.16,8
Store 56,United States,2019,Audio,351.46,37
Store 56,United States,2019,Cameras and camcorders,1555.62,41
Store 56,United States,2019,Cell phones,738.55,70
Store 56,United States,2019,Computers,1400.87,100
Store 56,United States,2019,Games and Toys,132.84,53
Store 56,United States,2019,Home Appliances,1321.0,28
Store 56,United States,2019,"Music, Movies and Audio Books",369.39,54
Store 56,United States,2019,TV and Video,1561.63,22
Store 56,United States,2018,Audio,434.56,45
Store 56,United States,2018,Cameras and camcorders,1236.96,20
Store 56,United States,2018,Cell phones,523.54,53
Store 56,United States,2018,Computers,1436.76,72
Store 56,United States,2018,Games and Toys,64.86,22
Store 56,United States,2018,Home Appliances,2567.04,27
Store 56,United States,2018,"Music, Movies and Audio Books",256.12,41
Store 56,United States,2018,TV and Video,1369.69,23
Store 56,United States,2017,Audio,380.24,24
Store 56,United States,2017,Cameras and camcorders,2288.3,13
Store 56,United States,2017,Cell phones,741.15,28
Store 56,United States,2017,Computers,1835.5,31
Store 56,United States,2017,Games and Toys,85.04,13
Store 56,United States,2017,Home Appliances,1356.04,32
Store 56,United States,2017,"Music, Movies and Audio Books",446.75,29
Store 56,United States,2017,TV and Video,1125.73,13
Store 56,United States,2016,Audio,353.22,11
Store 56,United States,2016,Cameras and camcorders,924.3,17
Store 56,United States,2016,Cell phones,503.01,10
Store 56,United States,2016,Computers,1325.13,25
Store 56,United States,2016,Games and Toys,173.51,9
Store 56,United States,2016,Home Appliances,2523.05,22
Store 56,United States,2016,"Music, Movies and Audio Books",332.12,27
Store 56,United States,2016,TV and Video,2182.85,13
Store 57,United States,2021,Audio,1349.92,2
Store 57,United States,2021,Cameras and camcorders,999.0,1
Store 57,United States,2021,Cell phones,194.99,5
Store 57,United States,2021,Computers,968.84,4
Store 57,United States,2021,Games and Toys,64.78,5
Store 57,United States,2021,"Music, Movies and Audio Books",302.22,4
Store 57,United States,2021,TV and Video,436.0,1
Store 57,United States,2020,Audio,490.94,26
Store 57,United States,2020,Cameras and camcorders,1315.7,19
Store 57,United States,2020,Cell phones,466.3,43
Store 57,United States,2020,Computers,1478.07,54
Store 57,United States,2020,Games and Toys,53.17,25
Store 57,United States,2020,Home Appliances,3178.81,15
Store 57,United States,2020,"Music, Movies and Audio Books",246.2,28
Store 57,United States,2020,TV and Video,3811.39,8
Store 57,United States,2019,Audio,447.91,66
Store 57,United States,2019,Cameras and camcorders,1766.46,46
Store 57,United States,2019,Cell phones,591.3,97
Store 57,United States,2019,Computers,1499.19,120
Store 57,United States,2019,Games and Toys,84.77,67
Store 57,United States,2019,Home Appliances,1673.93,28
Store 57,United States,2019,"Music, Movies and Audio Books",323.35,77
Store 57,United States,2019,TV and Video,1506.62,18
Store 57,United States,2018,Audio,392.22,41
Store 57,United States,2018,Cameras and camcorders,1544.75,31
Store 57,United States,2018,Cell phones,610.5,56
Store 57,United States,2018,Computers,1036.92,79
Store 57,United States,2018,Games and Toys,71.35,33
Store 57,United States,2018,Home Appliances,2373.31,40
Store 57,United States,2018,"Music, Movies and Audio Books",246.77,53
Store 57,United States,2018,TV and Video,2951.35,12
Store 57,United States,2017,Audio,351.76,20
Store 57,United States,2017,Cameras and camcorders,971.81,11
Store 57,United States,2017,Cell phones,654.71,20
Store 57,United States,2017,Computers,1257.59,46
Store 57,United States,2017,Games and Toys,95.48,10
Store 57,United States,2017,Home Appliances,1861.4,24
Store 57,United States,2017,"Music, Movies and Audio Books",316.41,30
Store 57,United States,2017,TV and Video,1019.71,14
Store 57,United States,2016,Audio,626.17,17
Store 57,United States,2016,Cameras and camcorders,1273.52,20
Store 57,United States,2016,Cell phones,518.23,21
Store 57,United States,2016,Computers,756.56,21
Store 57,United States,2016,Games and Toys,120.49,12
Store 57,United States,2016,Home Appliances,2018.1,29
Store 57,United States,2016,"Music, Movies and Audio Books",376.65,26
Store 57,United States,2016,TV and Video,1285.51,17
Store 59,United States,2021,Audio,481.35,4
Store 59,United States,2021,Cameras and camcorders,291.46,3
Store 59,United States,2021,Cell phones,1376.5,6
Store 59,United States,2021,Computers,1322.7,7
Store 59,United States,2021,Games and Toys,155.02,4
Store 59,United States,2021,Home Appliances,429.99,1
Store 59,United States,2021,"Music, Movies and Audio Books",285.83,5
Store 59,United States,2021,TV and Video,279.99,1
Store 59,United States,2020,Audio,312.85,24
Store 59,United States,2020,Cameras and camcorders,829.42,23
Store 59,United States,2020,Cell phones,552.13,63
Store 59,United States,2020,Computers,1371.93,57
Store 59,United States,2020,Games and Toys,120.94,32
Store 59,United States,2020,Home Appliances,829.87,12
Store 59,United States,2020,"Music, Movies and Audio Books",395.01,46
Store 59,United States,2020,TV and Video,1141.4,16
Store 59,United States,2019,Audio,316.23,63
Store 59,United States,2019,Cameras and camcorders,1035.45,40
Store 59,United States,2019,Cell phones,602.39,84
Store 59,United States,2019,Computers,1475.65,106
Store 59,United States,2019,Games and Toys,147.16,76
Store 59,United States,2019,Home Appliances,1822.14,43
Store 59,United States,2019,"Music, Movies and Audio Books",340.7,65
Store 59,United States,2019,TV and Video,2635.73,22
Store 59,United States,2018,Audio,481.12,46
Store 59,United States,2018,Cameras and camcorders,1274.75,25
Store 59,United States,2018,Cell phones,767.4,49
